contentid,contenttypeid,title,homepage,overview,tel,telname,createdtime,modifiedtime,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel
2696456,32,브로시스 호텔,"<a href=""http://www.brosishotel.co.kr/""_blank"">http://www.brosishotel.co.kr/</a>",남포동 중구 소재 호텔로 10월15일 그랜드 오픈하였다. 부산관광호텔로 등록된 객실48개(게스트하우스 포함)의 소형호텔이다.,,,20201210232700,20241126152330,,,,6,15,26,110,AC,AC06,AC060200,B02,B0201,B02011100,부산광역시 중구 구덕로48번길 4,(남포동4가),48953,129.0309291380,35.0986453934,
2847969,39,브리타니,"<a href=""http://instagram.com/cafe_brittany""target=""_blank"" title=""새창 : 브리타니 사이트로 이동"">http://instagram.com/cafe_brittany</a>","부산에 있는 섬 중 가덕도에 있는 브리타니는 야외 테이블과 루프탑이 있는 브런치 카페이다. 카페 브리타니의 시그니처 메뉴는 브리타니 샌드 크림 라테이다. 커피를 제외한 대부분의 음료는 와인잔에 담겨 나와 통창으로 보이는 바다를 배경으로 사진을 찍으면 멋스럽게 나온다. 음료뿐 아니라 이곳에서 직접 만드는 피자, 샌드위치 등 브런치 메뉴도 있어 식사도 가능하다. 야외 공간은 반려동물 동반이 가능해서 반려견 전용 음료 퍼푸치노도 판매하고있다. 루프탑에는 바다 배경으로 사진을 찍을 수 있는 포토존도 있다. 인근에 함께 둘러보기 좋은 여행지로 대항항, 새바지항, 외양포 등이 있다.",,,20220902101720,20250610110839,http://tong.visitkorea.or.kr/cms/resource/60/2847960_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2847960_image3_1.jpg,Type3,6,1,26,440,FD,FD05,FD050100,A05,A0502,A05020900,부산광역시 강서구 가덕해안로 663 (천성동),,46770,128.8128719869,35.0375815671,6
3016434,32,블루스토리 호텔,"<a href=""http://www.bluestoryhotel.com/""target=""_blank"" title=""새창 : 블루스토리 호텔 사이트로 이동"">http://www.bluestoryhotel.com</a","해운대 해수욕장 바로 앞에 위치한 블루스토리 호텔은 해운대의 해변과 도시를 모두 찾는 고객에게 가장 편안한 여행의 경험을 선사한다. 해운대역(부산 2호선)까지 도보 5분으로 뛰어난 접근성과 편리한 교통환경을 갖추고 있다. 또한 부산의 맛을 느낄 수 있는 다양한 먹거리도 쉽게 찾을 수 있고, 호텔에서 10분 거리에 위치한 벡스코는 대중교통으로도 이동할 수 있어 비즈니스로 해운대를 방문하는 고객에게 교통의 편의까지 더하여 최고의 입지를 자랑한다. 객실은 스탠다드룸 뿐만 아니라 가족 단위 고객을 위한 복층룸, 테라스룸 등 다양한 객실을 보유하고 있으며, 객실 내에는 개별난방 시스템, 데스크, 미니 냉장고, TV 등의 편의 시설이 잘 갖추어져 있다.",,,20230927101043,20251120113034,http://tong.visitkorea.or.kr/cms/resource/24/3016424_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/3016424_image3_1.jpg,Type3,6,16,26,350,AC,AC01,AC010100,B02,B0201,B02010100,부산광역시 해운대구 해운대해변로237번길 11 (우동),,48093,129.1575108976,35.1599464255,6
2838935,39,비상(VSANT),,북구에서 사하구 쪽 강변 대로에 있는 카페 비상(VSANT)은 공장지대의 폐기물 처리용 용지를 깔끔히 재정비하여 만든 곳이다. 3층 건물로 입구 쪽에 야외 테라스가 마련되어 있다. 전체적으로 노출 콘크리트와 철재를 사용한 인더스트리얼 인테리어로 꾸며져 있어 빈티지 감성을 느낄 수 있다. 층마다 다양한 소품들로 공간 연출을 해 놓아 볼거리가 많으며 특히 1층 한쪽에는 빨간색 폭스바겐 차를 비치해 놓은 포토존도 마련되어 있다. 3층 루프탑은 젊은 작가들의 그라피티 아트로 꾸며져 있으며 선베드가 준비되어 있어 탁 트인 공간에서 하늘과 낙동강 뷰를 한눈에 볼 수 있다. 건물 뒤쪽에 넓은 주차장이 있어 편리하게 이용할 수 있다.,,,20220818143556,20250530144917,http://tong.visitkorea.or.kr/cms/resource/29/2838929_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2838929_image3_1.jpg,Type3,6,9,26,530,FD,FD05,FD050100,A05,A0502,A05020900,부산광역시 사상구 강변대로 420-7 (엄궁동),,47033,128.9621705766,35.1226858823,6
2868824,39,비스포레,"<a href=""https://www.instagram.com/vispore/""target=""_blank"" title=""새창 : 업체 인스타 이동"">https://www.instagram.com/vispore/</a>","부산 수영구에 있는 비스포레는 정성, 분위기, 맛 삼박자를 제대로 갖춘 이탈리안 라자냐와 파스타 전문점이다. 비스포레는 다양한 이탈리안 와인을 함께 제공하며, 음식과의 페어링이 뛰어나 미식의 즐거움을 선사한다. 메뉴는 토마토 한개 라자냐, 갈릭 크림치즈 라자냐, 오징어 먹물 리조또, 소프트 쉘 크랩 로제 파스타 등 다양한 메뉴가 준비되어 있다. 또한, 비스포레는 수영강과 센텀시티, 마린시티 뷰가 시원하게 펼쳐지고 낮에는 햇살과 함께 강변의 여유로움을 저녁에는 화려한 도시 야경을 바라보며 식사할 수 있는 곳이다. 근처에 걷기 좋은 광안해변공원과 민락공원이 있어 식사 전후로 산책이나 관광을 함께 즐길 수 있다.",,,20221018094228,20250620144203,http://tong.visitkorea.or.kr/cms/resource/40/2868740_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2868740_image3_1.jpg,Type3,6,12,26,500,FD,FD02,FD020300,A05,A0502,A05020200,부산광역시 수영구 민락수변로239번길 4 (민락동),,48275,129.1287021896,35.1636843621,6
2595879,32,비치모텔,"<a href=""http://blog.naver.com/guswjd3364"" target=""_blank"" title=""새창 : 비치모텔 홈페이지로 이동"">http://blog.naver.com/guswjd3364</a>","비치모텔은 부산역에서 약 8km 떨어진 바닷가에 위치한다. 5개의 가족실을 제외한 모든 객실에서 바다를 조망할 수 있다. 조식으로 빵, 커피, 계란을 제공하고 1층 로비에 물과 커피도 비치해두었다. 객실 내 커피포트와 각 층마다 전자레인지와 생수가 있어 간단한 취식도 가능하다. 세탁 서비스도 제공한다. 북항대교를 이용해 해운대로 이동하기 좋고, 인근에 이기대도시자연공원, 송도해변, 신선대 등 관광지가 있다.",,,20190409224117,20251230135332,http://tong.visitkorea.or.kr/cms/resource/64/2686464_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2686464_image3_1.jpg,Type3,6,14,26,200,AC,AC04,AC040100,B02,B0201,B02010900,부산광역시 영도구 하리해안길 10-9 비치모텔,,49125,129.0813283358,35.0692440569,6
2861291,39,사마정,,"해운대 마린시티 맛집으로 알려진 사마정은 일본식 샤브샤브 전문점이다. 지하철 2호선 동백역 1번 출구에서 가깝다. 건물 2층에 있는 사마정은 아늑한 분위기에 개별 룸과 단체석이 완비되어 있고, 내부 홀 좌석은 칸막이로 분리되어 있어 조용하게 식사할 수 있다. 평일과 주말 점심시간에는 사람이 많아서 미리 예약하고 가는 게 좋다. 사마정에는 한돈과 1등급 이상의 한우를 무제한으로 먹을 수 있는 타베호다이가 있다. 테이블 이용 시간을 120분으로 제한하고 있지만 고기와 사이드 메뉴 야채, 버섯, 치킨, 탕수육, 육회, 완자 등을 마음껏 먹을 수 있는 시간이다. 육수는 불고기 맛, 멸치 다시 맛, 얼큰한 맛 총 3가지로 2가지 선택이 가능하다. 또 정해진 시간 동안 다양한 종류의 술을 무제한 마실 수 있는 노미호다이도 있어 가족 식사나 회식 등 모임을 하기 좋은 곳이다. 식사 후 근처 걷기 좋은 해운대 해수욕장과 동백섬이 가까이 있어 함께 방문해 보는 것도 좋다.",,,20220928094006,20250829152511,http://tong.visitkorea.or.kr/cms/resource/90/2861290_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2861290_image3_1.jpg,Type3,6,16,26,350,FD,FD01,FD010100,A05,A0502,A05020100,"부산광역시 해운대구 마린시티3로 46 (우동, 우신골든메르시아)",,48119,129.1453481989,35.1551411828,6
841730,39,사미헌,"<a href=""http://samihunmall.com"" target=""_blank"" title=""새창: 사미헌 홈페이지로 이동"">https://samihunmall.com/</a>","부산 진구에 위치한 사미헌은 한우 숯불구이, 갈비탕 등을 판매하는 한식 전문점이다. 모든 과정은 숙련된 한우 명장의 손길로 깐깐한 작업을 거치며, 정직한 식문화 철학으로 국내외 인사들이 방문하는 곳이다. 최소 2인부터 10인, 20인, 30인 이상 대형룸을 완비하여 소규모 모임 및 단체 모임, 회사 회식, 칠순, 고희연 등 다양한 모임을 프라이빗하게 즐길 수 있다.  또한 블루리본을 13년 연속으로 수상하며 그 품질과 신뢰를 인정받고 있다. 한우 상강꽃살, 한우치맛살, 한우 업진살 등 한우전문점인 만큼 다양한 부위의 소고기를 제공하고 있다.",,,20091029052004,20251215175911,http://tong.visitkorea.or.kr/cms/resource/78/3583678_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3583678_image3_1.jpg,Type3,6,7,26,230,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 부산진구 서면문화로 19,,47257,129.0566863597,35.1589974450,6
2787109,39,사비아,"<a href=""https://www.instagram.com/sabbia.kitchen/"" target=""_blank"" title=""새창 : 사비아 사이트로 이동"">https://www.instagram.com/sabbia.kitchen/</a>","파스타, 리소토, 스테이크를 맛있게 하는 사비아는 해운대 달맞이 길에 자리 잡은 이탈리안 레스토랑으로 건물 1층에 간판 없이 통유리로 인테리어 된 트렌디 한 감각의 식당이다. 솜씨가 뛰어난 셰프가 만들어 내는 깔끔한 음식이 예쁜 접시에 먹음직스럽게 플레이팅 되어 나오는데, 세 가지 버섯을 곁들인 감자 뇨키와 레몬크림소스 새우 리가토니, 채끝등심 스테이크가 인기 많다. 오픈 된 키친에서 정성스레 만드는 음식을 직접 눈으로 볼 수 있는 사비아는 행복한 분위기와 맛있는 음식이 함께하는 레스토랑으로, 평일에도 웨이팅이 있는 핫 플레이스라 예약을 해야 헛걸음을 하지 않을 수 있다.",,,20211207183241,20250116111349,http://tong.visitkorea.or.kr/cms/resource/18/2798218_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/18/2798218_image3_1.JPG,Type3,6,16,26,350,FD,FD02,FD020300,A05,A0502,A05020200,부산광역시 해운대구 달맞이길117번라길 100,(중동),48115,129.1827141976,35.1623021845,6
2032436,15,사상강변축제,"<a href=""https://www.xn--939a392a91cocr48bfii.com/"" target=""_blank"" title=""새창 : 사상구청 사상강변축제 안내 페이지로 이동"">https://www.xn--939a392a91cocr48bfii.com/</a>","부산 사상구 대표 축제인 사상강변축제는 도심 속 천혜의 자연을 배경으로 누구나 즐길 수 있는 로컬 문화예술 콘텐츠로 구민을 찾아간다. 올해 제22회를 맞는 사상강변축제의 슬로건은 “정원도시 사상, 도시를 초록하다!”로, 생태환경도시 사상구의 역량과 미래를 널리 알린다. 청년밴드 프로젝트 <청춘ON>, 사상강변음악회, 사상강변가요제, 불꽃놀이, 사상 청소년 예술제, 사상 다문화 박람회 등 다양한 프로그램과 자연과 사람 문화가 공생하는 친환경 축제를 모티브로 ESG 힐링쉼터와 먹거리부스엔 키오스크 운영 및 다회용기를 제공한다. 축제장소인 삼락생태공원은 부산 제1호 지방정원으로 지정되었다.",010-7326-1991,사상구,20151006191537,20250917151449,http://tong.visitkorea.or.kr/cms/resource/40/3539740_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/40/3539740_image3_1.png,Type3,6,9,26,530,EV,EV01,EV010200,A02,A0207,A02070200,부산광역시 사상구 삼락동,29-52 삼락생태공원,46911,128.9735266606,35.1689392430,6
2785762,12,사상근린공원,"<a href=""https://www.sasang.go.kr/yeyak/index.sasang?menuCd=DOM_000001002002000000"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.sasang.go.kr/tour/index.sasang</a>","사상근린공원은 다양한 테마공간이 마련되어 있어 아이들과 야외 활동을 하기 좋은 놀이공간이다. 동화 이상한 나라의 앨리스를 주제로 한 시계 광장을 시작으로 유아 숲 체험장인 작은 숲 속 나라, 어린이 놀이터인 신비의 숲, 모험심을 기를 수 있는 모험의 성 등이 있다. 놀이장 상단부 숲 속 쉼터에는 동화에 등장하는 동물들을 실제로 만나볼 수 있는 소규모 체험장도 마련되어 있어,  동화 속에 와있는 듯한 행복감을 준다.  그 외에도 바운스 돔, 짚 라인, 바닥분수대, 사상 정원, 솔밭쉼터 등 아이들이 재밌고 즐겁게 뛰어놀면서 모험심도 기르고, 꿈도 키울 수 있는 공원이다. 어른들을 위한 산책로도 있다.",,,20211203224827,20250306153619,http://tong.visitkorea.or.kr/cms/resource/07/3370707_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3370707_image3_1.jpg,Type1,6,9,26,530,VE,VE03,VE030400,A02,A0202,A02020700,부산광역시 사상구 가야대로 35,(감전동),46989,128.9768740479,35.1521995132,6
130382,14,사상문화원,"<a href=""http://www.sasangculture.or.kr/"" title=""새창 : 사상문화원 홈페이지로 이동"" target=""_blank"">http://www.sasangculture.or.kr</a>","1999년 개원한 사상문화원은 사상 주민들의 수준 높은 문화 향유 기회 제공과 삶의 질 향상을 목표로 설립된 문화원이다. 주된 사업은 문화 예술 진흥사업, 교육사업, 지역 문화 활성화 사업이다. 문화예술 진흥사업의 경우 다누림홀 기획공연, 문화가 있는 날, 사상강변축제 등을 통해 진행하고 있다. 문화 예술 교육의 경우엔 민요, 노래교실, 한국무용, 필라테스 등 폭넓은 교육 프로그램을 운영 중이다. 또한 사상문화지 발간, 사상향토사 연구 사업 등을 통해 지역의 문화를 연구, 보존에 힘쓰고 전통문화에 대한 올바른 이해를 돕기 위해 노력하고 있다.",,,20071106105503,20250306143854,,,,6,9,26,530,VE,VE09,VE090100,A02,A0206,A02060700,부산광역시 사상구 가야대로196번길 51,(학장동),47022,128.9948587180,35.1476309123,6
2785277,39,사천게장집,,"부산 사상구 재첩 거리에 위치한 간장ᆞ양념 게장에 재첩국을 무한리필로 제공하는 곳이다. 가게 앞에 주차장이 바로 있어 주차가 편리하고, 매장이 넓어 식사하는데 불편함이 없다. 주문하면 기다림 없이 바로 차려지는 밥과 기본 반찬들에 청양고추가 올라간 간장게장, 매콤 달콤 양념에 버무려져 나오는 양념게장, 시원한 재첩국을 저렴한 가격에 무한으로 먹을 수 있다. 양념이 잘 베여있는 게살에 밥을 비벼 김에 싸 먹으면 그 맛이 일품이다.",,,20211202224236,20250828094134,http://tong.visitkorea.or.kr/cms/resource/93/2790693_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/93/2790693_image3_1.JPG,Type3,6,9,26,530,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 사상구 낙동대로1518번길 27 (삼락동),,46901,128.9855943821,35.1935311540,6
2650232,12,산복도로,"<a href=""https://www.visitbusan.net/kr/index.do""target=""_blank"" title=""새창: 부산 문화관광"">https://www.visitbusan.net/kr/index.do</a>","산복(山腹)은 산허리를 뜻하며, 산복도로는 경사지를 개발하면서 맨 위쪽에 자리한 도로다. 1964년 10월 산동네를 연결하는 첫 산복도로가 열렸으며, 중구 대청동 메리놀병원 앞에서 동구 초량동 입구까지 1820m 구간에 걸친 산복도로가 부산 곳곳에 만들어졌다. 이러한 산복도로는 산비탈에 숨은 이야기와 아름다운 경치를 볼 수 있다. 산 중턱을 따라 구불구불 이어지는 도로를 따라 부산의 바다와 구도심이 한눈에 들어온다. 특히 도로변에 위치한 집들은 옥상이 주차장이자 전망대가 돼 관광객들의 눈길을 사로잡는다. 밤에는 부산항대교의 화려한 야경이 더해져 최고의 야경 명소로 변신한다. 망양로를 따라 산꼭대기까지 이어지는 집들이 저마다의 불빛을 내뿜으며 이국적인 분위기를 물씬 풍긴다.",,,20200324023540,20240806160054,http://tong.visitkorea.or.kr/cms/resource/16/3343716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3343716_image3_1.jpg,Type3,6,15,26,110,VE,VE04,VE040100,A02,A0203,A02030600,부산광역시 중구,(영주동),48917,129.0309232942,35.1092330974,6
135004,39,산성청송가든,,"산성마을에 2대에 걸쳐 옛 전통을 지키고 있는 금정산성의 명소 산성청송가든이다. 친절한 분위기와 더불어 맛깔스런 음식조리에 최선을 다한다. 흑염소불고기, 오리숯불고기, 한방오리백숙 등 주변에서 흔히 맛볼 수 없는 건강식으로 사랑받고 있다. 가게 내부는 넓고 단체석도 마련되어 있어 가족모임이나 단체 행사로도 적합하다. 또한, 족구장 시설도 준비되어 있어 단체 모임 하려는 이들이 많이 방문하고 있다.",,,20050525090000,20251216113322,,,,6,2,26,410,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 금정구 산성로 516,,46238,129.0552285771,35.2448405765,6
3080310,28,삼락강변체육공원인라인스케이트장,"부산광역시청 <a href=""https://www.busan.go.kr/nakdong/samrakpark01"" target=""_blank"" title=""새창 : 부산광역시청 홈페이지로 이동"">https://www.busan.go.kr/nakdong/samrakpark01</a>","삼락생태공원에는 총 3개의 인라인스케이장이 있는데 1트랙은 제2주차장 옆 , 2트랙은 제4주자창 옆, 3트랙은 제8주차장 옆에 있다. 세 인라인스케이트장 모두 삼락생태공원의 주차장과 붙어 있어 접근성이 매우 좋다. 특히 3트랙은 부산~김해선 괘법르네씨떼역에 가까이 있어 경전철에서 내려 걸어서 갈 수 있고, 규모도 가장 크며 3트랙 외에도 인라인광장 및 작은 트랙 2개도 갖추고 있어 다양한 활동을 할 수 있다. 3개 트랙 모두 인라인 장비 대여시설은 없으므로 개인이 장비(인라인, 보호장구 등)를 준비하여야 한다.",,,20240110181045,20250807170001,http://tong.visitkorea.or.kr/cms/resource/06/3080306_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/06/3080306_image3_1.JPG,Type3,6,9,26,530,LS,LS01,LS010100,A03,A0302,A03020400,부산광역시 사상구 삼락동,29-14,46907,128.9717797997,35.1612622933,6
2756707,28,삼락수상레포츠타운,"<a href=""http://www.xn--pi2b9jw6tva82omwm82nv7e0qi.com/"" target=""_blank"" title=""새창 : 삼락수상레포츠타운 사이트로 이동"">http://www.삼락수상레포츠타운.com</a>","스스로 노를 저으며 바라보는 낙동강은 어떤 모습일까 궁금하다면 삼락수상레포츠타운을 방문해 보자. 또한 샛강투어탐사를 즐길 수도 있는데, 자연 친화적인 레저활동은 물론, 물을 두려워하지 않고 자신의 힘으로 가고 싶은 방향으로 가보는 경험을 통해 청소년들이 즐기기 좋은 체험활동이다. 또한, 삼락수상레포츠타운에는 세일링요트도 있어 강바람 즐기면서 여유로운 시간을 보내기 좋다. 처음에는 어려워도 열심히 노를 저어 스스로의 힘으로 성취하고 나면 자신감이 생겨나고 스트레스도 확 풀릴 것이다.",,,20211014001022,20250110150614,http://tong.visitkorea.or.kr/cms/resource/54/2756954_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2756954_image2_1.jpg,Type3,6,9,26,530,LS,LS02,LS021400,A03,A0301,A03010200,부산광역시 사상구 삼락동 29-21,,46912,128.9682186811,35.1728970354,6
2782626,12,삼익비치수변공원,,"광안리해수욕장이 한눈에 들어오는 삼익비치수변공원은 낮에는 산책이나 자전거를, 밤에는 화려한 야경을 즐기기에 더없이 좋은 장소다. 특히 부산을 대표하는 야경 명소로 꼽히는 광안리해수욕장은 푸른 바다와 우리나라 최초의 2층 해상교량이자 최대 규모의 현수교를 자랑하는 광안대교가 어우러진 풍광이 압권이다. 시간대와 요일, 계절별로 10만 가지 이상의 다양한 색상을 연출하는 경관 조명시설도 야경의 화려함을 더한다. 삼익비치 수변공원에서 바라보는 광안대교는 해수욕장과는 또 다른 각도로 매력을 뽐낸다. 해 질 무렵의 노을도 더 가까이에서 감상할 수 있다. 해마다 봄이 되면 현지인들은 물론 관광객들도 일부러 찾는 삼익비치 벚꽃길과도 연결되어 볼거리를 더한다.",,,20211129193619,20251128095142,http://tong.visitkorea.or.kr/cms/resource/38/3575838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3575838_image3_1.jpg,Type1,6,12,26,500,VE,VE03,VE030500,A02,A0202,A02020700,부산광역시 수영구 남천동,148-103,48305,129.1169286916,35.1462388759,6
2470024,12,삼진어묵 체험·역사과학관,"<a href=""https://www.samjinfood.com/service/bakery_store_reservation.php"" title=""새창 : 삼진어묵 체험·역사과학관 홈페이지로 이동"">https://www.samjinfood.com</a>","부산광역시 영도구에 위치한 삼진어묵 체험·역사과학관은 부산어묵의 역사를 만나볼 수 있는 동시에 다양한 볼거리와 흥미로운 프로그램을 제공하고 있는 곳이다. 삼진어묵 체험·역사관은 1, 2층이 체험 공간으로 운영되고 있으며, 3층에는 역사과학관으로 구성되어 있어 어묵과 관련된 역사적, 과학적 정보를 만나볼 수 있다. 어묵 체험 문화를 주도하고 있는 체험관이자 역사과학관으로 몽떡오꼬노미, DIY 어묵탕, 피자어묵 등 전문 강사와 함께 수제 어묵 요리를 만들어보는 체험 프로그램을 운영 중이다. 또한, 직접 만든 어묵 요리는 현장에서 시식이 가능하다.",,,20161228232531,20250519133557,http://tong.visitkorea.or.kr/cms/resource/64/3399264_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3399264_image3_1.jpg,Type3,6,14,26,200,EX,EX06,EX061000,A02,A0204,A02040800,부산광역시 영도구 절영로7번길 41-1 (봉래동2가),,49035,129.0427254928,35.0928101531,6
851286,39,상국이네,"<a href=""https://www.instagram.com/sangcookine_official"" target=""_blank"" title=""새창 : 공식인스타그램으로 이동"">https://www.instagram.com/sangcookine_official</a>",해운대시장에 위치한 상국이네는 부산 3대 떡볶이집 중 한 곳으로 해운대역 맛집으로도 유명한 곳이다. 떡볶이를 포함해 각종 튀김과 어묵을 판매하고 있으며 떡볶이 떡이 가래떡이라 일반 떡볶이보다 더 크고 쫄깃한 식감을 맛볼 수 있다. 또한 주문할 때 박스가 있어 매장에서 먹지 않고 편하게 포장으로 떡볶이를 구매할 수 있는 맛집이다.,,,20091030215445,20250311152617,,,,6,16,26,350,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 해운대구 구남로41번길 40-1,,48095,129.1629548127,35.1620074073,6
3064931,12,색채마을,"<a href=""https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2106&lang_cd=ko""target=""_blank"" title=""새창: 비짓부산 홈페이지로 이동"">https://www.visitbusan.net</a>","색채마을은 대청공원 경로당에서부터 대청 공영주차장까지의 건물과 계단, 담벼락 등에 그림, 풍경, 도형들을 원색에 가까운 색감으로 색칠한 이색 관광마을이다. 부산시에서 도시경관의 미래상을 제시하고자 색채계획사업에 따라 2009년 조성하였다. 마을 주변에 형성된 인공적인 색상들과 대비되어 마을의 존재감을 독특하게 드러낸 배색으로 도색하였으며, 산복도로 로망스, 새로운 희망, 호랑이, 부산 원도심, 사계, 꿈꾸는 비행, 꿈을 불다, 설렘은 알록달록한 향기, 그곳의 향수, 소확행  등 다양한 작품들로 이루어져 있다. 색채마을 끝에 있는 공영주차장 5층 옥상에는 대청 스카이 전망대를 운영하고 있어 부산항을 조망할 수 있고, 마을 중간중간에는 카페도 있어 휴식과 관광을 겸할 수 있다.",,,20231208175601,20250414102243,http://tong.visitkorea.or.kr/cms/resource/23/3064923_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/23/3064923_image3_1.JPG,Type3,6,15,26,110,EX,EX03,EX030100,A02,A0203,A02030100,부산광역시 중구 망양로 327-1 (대청동4가),,48904,129.0294707029,35.1070333171,6
3533138,32,샌드스테이,https://sandstay.modoo.at/,"‘샌드스테이'는 광안대교의 눈부신 전경, 젊은 에너지를 품고 있는 광안리 바닷가 2분거리에 위치하고 있습니다. 바다를 온전히 곁에 두고 '아늑하고 평온한 휴식'을 위한 공간입니다.
최고급 실크벽지와 간살도어, 고급가구를 매치하여 오롯이 '쉼'에 집중할 수 있도록 하였습니다.
광안리의 랜드마크인 모래를 테마로 광안리를 사랑하는 호스트가 섬세한 감성으로 디자인 하였습니다.",,,20250908220303,20251023143000,,,,6,12,26,500,AC,AC06,AC060200,B02,B0201,B02011100,"부산광역시 수영구 광안해변로279번길 29 (민락동, 유정)",,48287,129.1253526663,35.1569128366,6
2860819,39,샤브막심 송정본점,"<a href=""https://www.instagram.com/shabu_maxim/"" target=""_blank"" title=""새창 : 샤브막심 인스타그램으로 이동"">https://www.instagram.com/shabu_maxim/</a>","샤브막심은 부산 송정해수욕장 옆 구덕포에 위치하고 있다. 송정 바닷가를 정면으로 마주하고 있어 전면 통창을 통하여 막힘없는 오션뷰를 보며 식사를 할 수 있다. 샤브막심의 가장 큰 장점은 테이블마다 개인 화로 및 개인 냄비를 이용하여 개인의 취향에 맞게 선호하는 재료들로 마음껏 먹을 수 있다는 점이다. 또 이곳은 무제한 샐러드바를 운영하고 있어 기본 메뉴를 주문하면 무료로 이용이 가능하다. 샤브샤브에 들어가는 각종 채소와 버섯, 샐러드, 후식류 등 다양하게 준비되어 있다.",,,20220927121205,20251105143502,http://tong.visitkorea.or.kr/cms/resource/16/2860816_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2860816_image3_1.jpg,Type3,6,16,26,350,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 해운대구 송정구덕포길 104,,48073,129.1974932227,35.1712292375,6
2860823,39,샤브야 본점,,"해운대 달맞이길 언덕에 있는 샤브야 본점은 샤브샤브 월남쌈 전문점이다. 개별 룸이 있는 샤브야는 각 테이블마다 키오스크가 있어 편리하게 주문할 수 있다. 한우, 생조개, 소고기, 한돈 총 네 가지의 샤브샤브 월남쌈이 있고, 생조개 샤브월남쌈을 제외한 모든 메뉴는 맑은 육수와 얼큰 육수를 선택할 수 있다. 1인 1 주문 시 모든 채소와 칼국수, 영양죽 등을 무제한으로 즐길 수 있다. 기본으로 제공되는 채소 외에 더 필요한 채소와 소스 등은 셀프코너를 이용하면 된다. 4세 이상부터 추가 금액을 받고, 반려견을 동반할 수 있는 별도의 룸도 갖춰져 있다. 근처에 부산의 멋진 야경을 볼 수 있는 해월정과 걷기 좋은 해수욕장이 있어 함께 둘러보기 좋다. 
※반려동물 동반 가능",,,20220927121720,20250114161803,http://tong.visitkorea.or.kr/cms/resource/22/2860822_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2860822_image3_1.jpg,Type3,6,16,26,350,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 해운대구 달맞이길 193 부광가든,,48115,129.1823171232,35.1581804168,6
2867598,39,서대시장족발,,"서대시장 원조족발은 부산시 서구 서대신 시장 안에 있는 있는 숨은 맛집이다. 냉채족발과, 순대 두루치기 등으로 다양하게 요리된 족발을 맛볼 수 있고 특히 각종 채소에 족발과 새콤한 겨자소스를 함께 버무려 내는 냉채족발이 인기이다. 떡과 순대를 매콤하게 볶아내는 순대 두루치기와 어묵탕은 술안주로도 좋다. 또 서대 족발이 족발 마니아들한테 사랑을 받는 이유는 오이 양파절임 때문이다. 이곳에서만 맛볼 수 있는 별미로 족발을 찍어 먹거나 고기 위에 얹어 먹으면 맛있다. 단골이 많아 포장하려는 손님들이 줄을 잇는 곳으로 전용 주차장은 따로 없지만 근처 구덕 신협 앞에 있는 화랑주차장에 주차할 수 있다. 부산 송도해수욕장, 부산 송도해상케이블카는 함께 둘러보기 좋은 관광 명소이다.",,,20221014145547,20251105173039,http://tong.visitkorea.or.kr/cms/resource/90/2867590_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/2867590_image3_1.JPG,Type3,6,11,26,140,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 서구 대영로 43-2,,49234,129.0163189960,35.1097049981,6
